Epochs,Normal Epoch Times,PAI Epoch Times
0,0.4954080581665039,
1,1.5663518905639648,
2,1.973111867904663,
3,2.300658941268921,
4,2.6250228881835938,
5,3.2469301223754883,
6,4.1387481689453125,
7,4.909242153167725,
8,4.96282696723938,
9,6.227722883224487,
