Epochs,Validation Scores,Validation Running Scores
0,0.8197981739548295,
1,0.08889956751561749,
2,0.6112445939452187,
3,0.17491590581451225,
4,0.8745795290725613,
0,,0.8197981739548295
1,,0.08889956751561749
2,,0.6112445939452187
3,,0.17491590581451225
4,,0.8745795290725613
