Epochs,Normal Epoch Times,PAI Epoch Times
0,0.44336366653442383,
1,1.6510562896728516,
2,1.9416429996490479,
3,2.2020630836486816,
4,2.820838212966919,
5,2.9159722328186035,
6,4.491921901702881,
7,4.4127960205078125,
