Epochs,learning_rate
0,0.01
1,0.006999999999999999
2,0.006999999999999999
3,0.006999999999999999
4,0.006999999999999999
5,0.006999999999999999
6,0.006999999999999999
7,0.006999999999999999
8,0.006999999999999999
9,0.006999999999999999
10,0.006999999999999999
