Param Counts,Max Valid Scores
4545,58.14512253724171
9219,56.79961556943777
14280,58.24123017779913
19599,58.33733781835656
25176,59.394521864488226
31011,62.27775108121095
37104,62.349831811629016
43455,62.15761653051417
50064,62.421912542047096
56931,62.2537241710716
64056,62.205670350792886
71439,62.518020182604516
79080,62.974531475252284
86979,63.47909658817876
95136,62.90245074483421
103551,62.8543969245555
