Epochs,Validation Scores,Validation Running Scores
0,58.14512253724171,
1,56.79961556943777,
2,58.24123017779913,
3,58.33733781835656,
4,59.394521864488226,
5,62.27775108121095,
6,62.349831811629016,
0,,58.14512253724171
1,,56.79961556943777
2,,58.24123017779913
3,,58.33733781835656
4,,59.394521864488226
5,,62.27775108121095
6,,62.349831811629016
