Epochs,Normal Epoch Times,PAI Epoch Times
0,0.4548327922821045,
1,1.5502920150756836,
2,1.8349039554595947,
3,2.216150999069214,
4,2.817124843597412,
5,3.632909059524536,
6,3.4811298847198486,
7,4.5697290897369385,
8,5.032884359359741,
9,5.566241025924683,
10,7.458094835281372,
11,6.554852247238159,
12,9.574097156524658,
13,9.822343826293945,
14,10.08225679397583,
15,10.046801805496216,
16,11.842600345611572,
17,12.007678985595703,
18,13.484069108963013,
19,16.301889896392822,
