Param Counts,Max Valid Scores
4545,0.6448822681403171
9219,0.5401249399327247
14280,0.7919269581931764
19599,0.7054300816914945
25176,0.5449303219605959
31011,0.7885631907736665
37104,0.5925036040365209
43455,0.7520422873618453
50064,0.7304180682364247
56931,0.2825564632388275
64056,0.7424315233061028
