Epochs,Normal Epoch Times,PAI Epoch Times
0,0.44336366653442383,
1,1.6510562896728516,
2,1.9416429996490479,
3,2.2020630836486816,
4,2.820838212966919,
5,2.9159722328186035,
6,4.491921901702881,
7,4.4127960205078125,
8,4.528410911560059,
9,5.139240026473999,
10,5.8023858070373535,
11,7.457112073898315,
12,7.972474098205566,
13,8.511452913284302,
14,9.070955038070679,
15,9.959989070892334,
16,10.848315715789795,
17,12.037518739700317,
18,12.74756908416748,
19,14.900283098220825,
